,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
134,36,0.9241350420052186,578.0,3743.0,100,0.25,100
135,37,0.9463134589605033,578.0,3844.0,100,0.25,100
136,38,0.9683024589903653,582.0,3946.0,100,0.25,100
137,39,0.9905254999757744,582.0,4047.0,100,0.25,100
138,40,1.0128192919655703,582.0,4148.0,100,0.25,100
139,41,1.056518666970078,582.0,4249.0,100,0.25,100
140,42,1.096051374974195,582.0,4350.0,100,0.25,100
141,43,1.129437291994691,582.0,4451.0,100,0.25,100
142,44,1.1594089170102961,582.0,4552.0,100,0.25,100
143,45,1.1904676249832846,582.0,4653.0,100,0.25,100
144,46,1.21506491699256,582.0,4754.0,100,0.25,100
145,47,1.243554042011965,582.0,4855.0,100,0.25,100
146,48,1.2742329169996083,582.0,4956.0,100,0.25,100
147,49,1.386373333982192,583.0,5058.0,100,0.25,100
148,50,1.4337583339656703,583.0,5159.0,100,0.25,100
149,51,1.4576093750074506,583.0,5260.0,100,0.25,100
150,52,1.4811446249950677,584.0,5362.0,100,0.25,100
151,53,1.506047458969988,584.0,5463.0,100,0.25,100
152,54,1.5290403749677353,584.0,5564.0,100,0.25,100
153,55,1.5531857919995673,584.0,5665.0,100,0.25,100
154,56,1.5760325840092264,584.0,5766.0,100,0.25,100
155,57,1.598431708989665,586.0,5868.0,100,0.25,100
156,58,1.6232049589743838,586.0,5969.0,100,0.25,100
157,59,1.646381750004366,586.0,6070.0,100,0.25,100
158,60,1.67371462500887,587.0,6172.0,100,0.25,100
159,61,1.6970833339728415,587.0,6273.0,100,0.25,100
160,62,1.7200917089940049,587.0,6374.0,100,0.25,100
161,63,1.7441401249961928,587.0,6475.0,100,0.25,100
162,64,1.7672942919889465,587.0,6576.0,100,0.25,100
163,65,1.7925868749734946,587.0,6677.0,100,0.25,100
164,66,1.8160211669746786,587.0,6778.0,100,0.25,100
165,67,1.8386643339763395,587.0,6879.0,100,0.25,100
166,68,1.8749703749781474,587.0,6980.0,100,0.25,100
167,69,1.8986031669774093,587.0,7081.0,100,0.25,100
168,70,1.9212037500110455,587.0,7182.0,100,0.25,100
169,71,1.943127334001474,588.0,7284.0,100,0.25,100
170,72,1.9652914999751374,588.0,7385.0,100,0.25,100
171,73,1.9875972499721684,588.0,7486.0,100,0.25,100
172,74,2.009853750001639,588.0,7587.0,100,0.25,100
173,75,2.031986791989766,588.0,7688.0,100,0.25,100
174,76,2.0541667499928735,588.0,7789.0,100,0.25,100
175,77,2.077453458972741,588.0,7890.0,100,0.25,100
176,78,2.100330749992281,588.0,7991.0,100,0.25,100
177,79,2.124100999964867,588.0,8092.0,100,0.25,100
178,80,2.1470162500045262,588.0,8193.0,100,0.25,100
179,81,2.1698842920013703,588.0,8294.0,100,0.25,100
180,82,2.1951213339925744,588.0,8395.0,100,0.25,100
181,83,2.2186569590121508,588.0,8496.0,100,0.25,100
182,84,2.242638833995443,588.0,8597.0,100,0.25,100
183,85,2.2652334590093233,588.0,8698.0,100,0.25,100
184,86,2.2878704169997945,589.0,8800.0,100,0.25,100
185,87,2.310329791973345,589.0,8901.0,100,0.25,100
186,88,2.3330480419681408,589.0,9002.0,100,0.25,100
187,89,2.355811333982274,589.0,9103.0,100,0.25,100
188,90,2.3781744170119055,589.0,9204.0,100,0.25,100
189,91,2.400986333959736,589.0,9305.0,100,0.25,100
190,92,2.431955125008244,589.0,9406.0,100,0.25,100
191,93,2.457572999992408,589.0,9507.0,100,0.25,100
192,94,2.4810059589799494,589.0,9608.0,100,0.25,100
193,95,2.5043105839868076,589.0,9709.0,100,0.25,100
194,96,2.527507708990015,589.0,9810.0,100,0.25,100
195,97,2.550631458987482,589.0,9911.0,100,0.25,100
196,98,0.02180608396884054,589.0,10012.0,100,0.25,100
197,99,0.04592054197564721,589.0,10113.0,100,0.25,100
198,100,0.06795470899669454,589.0,10214.0,100,0.25,100
199,0,0.026815459015779197,567.0,100.0,100,0.5,100
200,1,0.07993725000414997,569.0,202.0,100,0.5,100
201,2,0.10192362498492002,569.0,303.0,100,0.5,100
202,3,0.1239450839930214,570.0,405.0,100,0.5,100
203,4,0.14630395895801485,571.0,507.0,100,0.5,100
204,5,0.1685585419763811,571.0,608.0,100,0.5,100
205,6,0.19089620898012072,575.0,710.0,100,0.5,100
206,7,0.2134471670142375,575.0,811.0,100,0.5,100
207,8,0.23558266699546948,575.0,912.0,100,0.5,100
208,9,0.26098966697463766,575.0,1013.0,100,0.5,100
209,10,0.28355429199291393,575.0,1114.0,100,0.5,100
210,11,0.30597024998860434,575.0,1215.0,100,0.5,100
211,12,0.332311583973933,575.0,1316.0,100,0.5,100
212,13,0.3764473340124823,575.0,1417.0,100,0.5,100
213,14,0.432064916996751,575.0,1518.0,100,0.5,100
214,15,0.4578036669990979,575.0,1619.0,100,0.5,100
215,16,0.4820639999816194,575.0,1720.0,100,0.5,100
216,17,0.5043670840095729,575.0,1821.0,100,0.5,100
217,18,0.5263314999756403,577.0,1923.0,100,0.5,100
218,19,0.5480393749894574,577.0,2024.0,100,0.5,100
219,20,0.5698888750048354,577.0,2125.0,100,0.5,100
220,21,0.5923463340150192,577.0,2226.0,100,0.5,100
221,22,0.614402083971072,577.0,2327.0,100,0.5,100
222,23,0.6361977919586934,577.0,2428.0,100,0.5,100
223,24,0.6590945839998312,578.0,2530.0,100,0.5,100
224,25,0.6812252500094473,578.0,2631.0,100,0.5,100
225,26,0.7032761669834144,578.0,2732.0,100,0.5,100
226,27,0.7252689590095542,578.0,2833.0,100,0.5,100
227,28,0.7474376669852063,578.0,2934.0,100,0.5,100
228,29,0.769590874959249,578.0,3035.0,100,0.5,100
229,30,0.7916574589908123,578.0,3136.0,100,0.5,100
230,31,0.8137189999688417,578.0,3237.0,100,0.5,100
231,32,0.8362411250127479,578.0,3338.0,100,0.5,100
232,33,0.8580706249922514,578.0,3439.0,100,0.5,100
233,34,0.8799763339920901,578.0,3540.0,100,0.5,100
234,35,0.9020954589941539,578.0,3641.0,100,0.5,100
235,36,0.9241350420052186,578.0,3742.0,100,0.5,100
236,37,0.9463134589605033,578.0,3843.0,100,0.5,100
237,38,0.9683024589903653,578.0,3944.0,100,0.5,100
238,39,0.9905254999757744,578.0,4045.0,100,0.5,100
239,40,1.0128192919655703,578.0,4146.0,100,0.5,100
240,41,1.056518666970078,578.0,4247.0,100,0.5,100
241,42,1.096051374974195,579.0,4349.0,100,0.5,100
242,43,1.129437291994691,583.0,4451.0,100,0.5,100
243,44,1.1594089170102961,583.0,4552.0,100,0.5,100
244,45,1.1904676249832846,583.0,4653.0,100,0.5,100
245,46,1.21506491699256,583.0,4754.0,100,0.5,100
246,47,1.243554042011965,583.0,4855.0,100,0.5,100
247,48,1.2742329169996083,583.0,4956.0,100,0.5,100
248,49,1.386373333982192,583.0,5057.0,100,0.5,100
249,50,1.4337583339656703,583.0,5158.0,100,0.5,100
250,51,1.4576093750074506,583.0,5259.0,100,0.5,100
251,52,1.4811446249950677,583.0,5360.0,100,0.5,100
252,53,1.506047458969988,583.0,5461.0,100,0.5,100
253,54,1.5290403749677353,583.0,5562.0,100,0.5,100
254,55,1.5531857919995673,583.0,5663.0,100,0.5,100
255,56,1.5760325840092264,583.0,5764.0,100,0.5,100
256,57,1.598431708989665,583.0,5865.0,100,0.5,100
257,58,1.6232049589743838,583.0,5966.0,100,0.5,100
258,59,1.646381750004366,583.0,6067.0,100,0.5,100
259,60,1.67371462500887,583.0,6168.0,100,0.5,100
260,61,1.6970833339728415,583.0,6269.0,100,0.5,100
261,62,1.7200917089940049,583.0,6370.0,100,0.5,100
262,63,1.7441401249961928,583.0,6471.0,100,0.5,100
263,0,0.026815459015779197,567.0,100.0,100,0.75,100
264,1,0.07993725000414997,569.0,202.0,100,0.75,100
265,2,0.10192362498492002,569.0,303.0,100,0.75,100
266,3,0.1239450839930214,571.0,405.0,100,0.75,100
267,4,0.14630395895801485,571.0,506.0,100,0.75,100
268,5,0.1685585419763811,571.0,607.0,100,0.75,100
269,6,0.19089620898012072,571.0,708.0,100,0.75,100
270,7,0.2134471670142375,571.0,809.0,100,0.75,100
271,8,0.23558266699546948,571.0,910.0,100,0.75,100
272,9,0.26098966697463766,571.0,1011.0,100,0.75,100
273,10,0.28355429199291393,572.0,1113.0,100,0.75,100
274,11,0.30597024998860434,573.0,1215.0,100,0.75,100
275,12,0.332311583973933,573.0,1316.0,100,0.75,100
276,13,0.3764473340124823,573.0,1417.0,100,0.75,100
277,14,0.432064916996751,573.0,1518.0,100,0.75,100
278,15,0.4578036669990979,574.0,1620.0,100,0.75,100
279,16,0.4820639999816194,574.0,1721.0,100,0.75,100
280,17,0.5043670840095729,576.0,1823.0,100,0.75,100
281,18,0.5263314999756403,576.0,1924.0,100,0.75,100
282,19,0.5480393749894574,576.0,2025.0,100,0.75,100
283,20,0.5698888750048354,577.0,2127.0,100,0.75,100
284,21,0.5923463340150192,577.0,2228.0,100,0.75,100
285,22,0.614402083971072,577.0,2329.0,100,0.75,100
286,23,0.6361977919586934,579.0,2431.0,100,0.75,100
287,24,0.6590945839998312,579.0,2532.0,100,0.75,100
288,25,0.6812252500094473,579.0,2633.0,100,0.75,100
289,26,0.7032761669834144,579.0,2734.0,100,0.75,100
290,27,0.7252689590095542,579.0,2835.0,100,0.75,100
291,28,0.7474376669852063,579.0,2936.0,100,0.75,100
292,29,0.769590874959249,579.0,3037.0,100,0.75,100
293,30,0.7916574589908123,579.0,3138.0,100,0.75,100
294,31,0.8137189999688417,579.0,3239.0,100,0.75,100
295,32,0.8362411250127479,579.0,3340.0,100,0.75,100
296,33,0.8580706249922514,581.0,3442.0,100,0.75,100
297,34,0.8799763339920901,581.0,3543.0,100,0.75,100
298,35,0.9020954589941539,581.0,3644.0,100,0.75,100
299,36,0.9241350420052186,581.0,3745.0,100,0.75,100
300,37,0.9463134589605033,581.0,3846.0,100,0.75,100
301,38,0.9683024589903653,581.0,3947.0,100,0.75,100
302,39,0.9905254999757744,581.0,4048.0,100,0.75,100
303,40,1.0128192919655703,581.0,4149.0,100,0.75,100
304,41,1.056518666970078,582.0,4251.0,100,0.75,100
305,42,1.096051374974195,582.0,4352.0,100,0.75,100
306,43,1.129437291994691,582.0,4453.0,100,0.75,100
307,44,1.1594089170102961,582.0,4554.0,100,0.75,100
308,45,1.1904676249832846,582.0,4655.0,100,0.75,100
309,46,1.21506491699256,582.0,4756.0,100,0.75,100
310,47,1.243554042011965,584.0,4858.0,100,0.75,100
311,48,1.2742329169996083,584.0,4959.0,100,0.75,100
312,49,1.386373333982192,584.0,5060.0,100,0.75,100
313,50,1.4337583339656703,584.0,5161.0,100,0.75,100
314,51,1.4576093750074506,584.0,5262.0,100,0.75,100
315,52,1.4811446249950677,584.0,5363.0,100,0.75,100
316,53,1.506047458969988,584.0,5464.0,100,0.75,100
317,54,1.5290403749677353,584.0,5565.0,100,0.75,100
318,55,1.5531857919995673,584.0,5666.0,100,0.75,100
319,56,1.5760325840092264,584.0,5767.0,100,0.75,100
320,57,1.598431708989665,584.0,5868.0,100,0.75,100
321,58,1.6232049589743838,584.0,5969.0,100,0.75,100
322,59,1.646381750004366,584.0,6070.0,100,0.75,100
323,60,1.67371462500887,584.0,6171.0,100,0.75,100
324,61,1.6970833339728415,584.0,6272.0,100,0.75,100
325,62,1.7200917089940049,584.0,6373.0,100,0.75,100
326,63,1.7441401249961928,584.0,6474.0,100,0.75,100
327,64,1.7672942919889465,584.0,6575.0,100,0.75,100
328,65,1.7925868749734946,584.0,6676.0,100,0.75,100
329,66,1.8160211669746786,584.0,6777.0,100,0.75,100
330,67,1.8386643339763395,584.0,6878.0,100,0.75,100
331,0,0.026815459015779197,567.0,100.0,100,0.9,100
332,1,0.07993725000414997,569.0,202.0,100,0.9,100
333,2,0.10192362498492002,569.0,303.0,100,0.9,100
334,3,0.1239450839930214,569.0,404.0,100,0.9,100
335,4,0.14630395895801485,569.0,505.0,100,0.9,100
336,5,0.1685585419763811,570.0,607.0,100,0.9,100
337,6,0.19089620898012072,570.0,708.0,100,0.9,100
338,7,0.2134471670142375,570.0,809.0,100,0.9,100
339,8,0.23558266699546948,570.0,910.0,100,0.9,100
340,9,0.26098966697463766,570.0,1011.0,100,0.9,100
341,10,0.28355429199291393,573.0,1113.0,100,0.9,100
342,11,0.30597024998860434,573.0,1214.0,100,0.9,100
343,12,0.332311583973933,573.0,1315.0,100,0.9,100
344,13,0.3764473340124823,573.0,1416.0,100,0.9,100
345,14,0.432064916996751,573.0,1517.0,100,0.9,100
346,15,0.4578036669990979,574.0,1619.0,100,0.9,100
347,16,0.4820639999816194,574.0,1720.0,100,0.9,100
348,17,0.5043670840095729,574.0,1821.0,100,0.9,100
349,18,0.5263314999756403,574.0,1922.0,100,0.9,100
350,19,0.5480393749894574,574.0,2023.0,100,0.9,100
351,20,0.5698888750048354,574.0,2124.0,100,0.9,100
352,21,0.5923463340150192,574.0,2225.0,100,0.9,100
353,22,0.614402083971072,574.0,2326.0,100,0.9,100
354,23,0.6361977919586934,578.0,2428.0,100,0.9,100
355,24,0.6590945839998312,578.0,2529.0,100,0.9,100
356,25,0.6812252500094473,578.0,2630.0,100,0.9,100
357,26,0.7032761669834144,578.0,2731.0,100,0.9,100
358,27,0.7252689590095542,578.0,2832.0,100,0.9,100
359,28,0.7474376669852063,578.0,2933.0,100,0.9,100
360,29,0.769590874959249,578.0,3034.0,100,0.9,100
361,30,0.7916574589908123,578.0,3135.0,100,0.9,100
362,31,0.8137189999688417,578.0,3236.0,100,0.9,100
363,32,0.8362411250127479,578.0,3337.0,100,0.9,100
364,33,0.8580706249922514,578.0,3438.0,100,0.9,100
365,34,0.8799763339920901,578.0,3539.0,100,0.9,100
366,35,0.9020954589941539,578.0,3640.0,100,0.9,100
367,36,0.9241350420052186,578.0,3741.0,100,0.9,100
368,37,0.9463134589605033,578.0,3842.0,100,0.9,100
369,38,0.9683024589903653,578.0,3943.0,100,0.9,100
370,39,0.9905254999757744,578.0,4044.0,100,0.9,100
371,40,1.0128192919655703,578.0,4145.0,100,0.9,100
372,41,1.056518666970078,578.0,4246.0,100,0.9,100
373,42,1.096051374974195,579.0,4348.0,100,0.9,100
374,43,1.129437291994691,579.0,4449.0,100,0.9,100
375,44,1.1594089170102961,579.0,4550.0,100,0.9,100
376,45,1.1904676249832846,579.0,4651.0,100,0.9,100
377,46,1.21506491699256,579.0,4752.0,100,0.9,100
378,47,1.243554042011965,579.0,4853.0,100,0.9,100
379,48,1.2742329169996083,579.0,4954.0,100,0.9,100
380,49,1.386373333982192,579.0,5055.0,100,0.9,100
381,50,1.4337583339656703,579.0,5156.0,100,0.9,100
382,51,1.4576093750074506,579.0,5257.0,100,0.9,100
383,52,1.4811446249950677,579.0,5358.0,100,0.9,100
384,53,1.506047458969988,579.0,5459.0,100,0.9,100
385,54,1.5290403749677353,579.0,5560.0,100,0.9,100
386,55,1.5531857919995673,579.0,5661.0,100,0.9,100
387,56,1.5760325840092264,581.0,5763.0,100,0.9,100
388,57,1.598431708989665,581.0,5864.0,100,0.9,100
389,58,1.6232049589743838,581.0,5965.0,100,0.9,100
390,59,1.646381750004366,581.0,6066.0,100,0.9,100
391,60,1.67371462500887,581.0,6167.0,100,0.9,100
392,61,1.6970833339728415,581.0,6268.0,100,0.9,100
393,62,1.7200917089940049,581.0,6369.0,100,0.9,100
394,63,1.7441401249961928,581.0,6470.0,100,0.9,100
395,64,1.7672942919889465,581.0,6571.0,100,0.9,100
396,65,1.7925868749734946,582.0,6673.0,100,0.9,100
397,66,1.8160211669746786,582.0,6774.0,100,0.9,100
398,67,1.8386643339763395,582.0,6875.0,100,0.9,100
399,68,1.8749703749781474,582.0,6976.0,100,0.9,100
400,69,1.8986031669774093,582.0,7077.0,100,0.9,100
401,70,1.9212037500110455,582.0,7178.0,100,0.9,100
402,71,1.943127334001474,582.0,7279.0,100,0.9,100
403,72,1.9652914999751374,582.0,7380.0,100,0.9,100
404,73,1.9875972499721684,582.0,7481.0,100,0.9,100
405,74,2.009853750001639,582.0,7582.0,100,0.9,100
406,75,2.031986791989766,582.0,7683.0,100,0.9,100
407,76,2.0541667499928735,582.0,7784.0,100,0.9,100
408,77,2.077453458972741,582.0,7885.0,100,0.9,100
409,78,2.100330749992281,582.0,7986.0,100,0.9,100
410,79,2.124100999964867,582.0,8087.0,100,0.9,100
411,80,2.1470162500045262,582.0,8188.0,100,0.9,100
412,81,2.1698842920013703,582.0,8289.0,100,0.9,100
413,82,2.1951213339925744,583.0,8391.0,100,0.9,100
414,83,2.2186569590121508,583.0,8492.0,100,0.9,100
415,84,2.242638833995443,583.0,8593.0,100,0.9,100
416,85,2.2652334590093233,583.0,8694.0,100,0.9,100
417,86,2.2878704169997945,583.0,8795.0,100,0.9,100
418,87,2.310329791973345,583.0,8896.0,100,0.9,100
419,88,2.3330480419681408,583.0,8997.0,100,0.9,100
420,89,2.355811333982274,583.0,9098.0,100,0.9,100
421,90,2.3781744170119055,584.0,9200.0,100,0.9,100
422,91,2.400986333959736,584.0,9301.0,100,0.9,100
423,92,2.431955125008244,584.0,9402.0,100,0.9,100
424,93,2.457572999992408,584.0,9503.0,100,0.9,100
425,94,2.4810059589799494,584.0,9604.0,100,0.9,100
426,95,2.5043105839868076,584.0,9705.0,100,0.9,100
427,96,2.527507708990015,584.0,9806.0,100,0.9,100
428,97,2.550631458987482,584.0,9907.0,100,0.9,100
429,98,0.02180608396884054,585.0,10009.0,100,0.9,100
430,99,0.04592054197564721,585.0,10110.0,100,0.9,100
431,100,0.06795470899669454,585.0,10211.0,100,0.9,100
432,0,0.026815459015779197,567.0,500.0,500,0.1,100
433,1,0.07993725000414997,573.0,1002.0,500,0.1,100
434,2,0.10192362498492002,573.0,1503.0,500,0.1,100
435,3,0.1239450839930214,573.0,2004.0,500,0.1,100
436,4,0.14630395895801485,573.0,2505.0,500,0.1,100
437,5,0.1685585419763811,573.0,3006.0,500,0.1,100
438,6,0.19089620898012072,573.0,3507.0,500,0.1,100
439,7,0.2134471670142375,574.0,4009.0,500,0.1,100
440,8,0.23558266699546948,574.0,4510.0,500,0.1,100
441,9,0.26098966697463766,574.0,5011.0,500,0.1,100
442,10,0.28355429199291393,574.0,5512.0,500,0.1,100
443,11,0.30597024998860434,576.0,6014.0,500,0.1,100
444,12,0.332311583973933,576.0,6515.0,500,0.1,100
445,13,0.3764473340124823,576.0,7016.0,500,0.1,100
446,14,0.432064916996751,576.0,7517.0,500,0.1,100
447,15,0.4578036669990979,576.0,8018.0,500,0.1,100
448,16,0.4820639999816194,576.0,8519.0,500,0.1,100
449,17,0.5043670840095729,576.0,9020.0,500,0.1,100
450,18,0.5263314999756403,576.0,9521.0,500,0.1,100
451,19,0.5480393749894574,576.0,10022.0,500,0.1,100
452,20,0.5698888750048354,576.0,10523.0,500,0.1,100
453,21,0.5923463340150192,576.0,11024.0,500,0.1,100
454,22,0.614402083971072,576.0,11525.0,500,0.1,100
455,23,0.6361977919586934,579.0,12027.0,500,0.1,100
456,24,0.6590945839998312,579.0,12528.0,500,0.1,100
457,25,0.6812252500094473,579.0,13029.0,500,0.1,100
458,26,0.7032761669834144,579.0,13530.0,500,0.1,100
459,27,0.7252689590095542,579.0,14031.0,500,0.1,100
460,28,0.7474376669852063,579.0,14532.0,500,0.1,100
461,29,0.769590874959249,579.0,15033.0,500,0.1,100
462,30,0.7916574589908123,579.0,15534.0,500,0.1,100
463,31,0.8137189999688417,579.0,16035.0,500,0.1,100
464,32,0.8362411250127479,579.0,16536.0,500,0.1,100
465,33,0.8580706249922514,579.0,17037.0,500,0.1,100
466,34,0.8799763339920901,579.0,17538.0,500,0.1,100
467,35,0.9020954589941539,579.0,18039.0,500,0.1,100
468,36,0.9241350420052186,579.0,18540.0,500,0.1,100
