,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
101,6,0.606154749984853,578.0,1410.0,True,200,0.25,50
102,7,0.01095800002804026,578.0,1611.0,True,200,0.25,50
103,8,0.0959222909878008,578.0,1812.0,True,200,0.25,50
104,9,0.16798429103801027,578.0,2013.0,True,200,0.25,50
105,10,0.2818587500369176,578.0,2214.0,True,200,0.25,50
106,0,0.012890083016827703,567.0,200.0,True,200,0.5,50
107,1,0.08621383301215246,571.0,402.0,True,200,0.5,50
108,2,0.15290212497347966,571.0,603.0,True,200,0.5,50
109,3,0.2662909160135314,573.0,805.0,True,200,0.5,50
110,4,0.38122600002679974,573.0,1006.0,True,200,0.5,50
111,5,0.49318591598421335,575.0,1208.0,True,200,0.5,50
112,6,0.606154749984853,576.0,1410.0,True,200,0.5,50
113,7,0.01095800002804026,576.0,1611.0,True,200,0.5,50
114,8,0.0959222909878008,578.0,1813.0,True,200,0.5,50
115,9,0.16798429103801027,578.0,2014.0,True,200,0.5,50
116,10,0.2818587500369176,578.0,2215.0,True,200,0.5,50
117,11,0.402062457986176,578.0,2416.0,True,200,0.5,50
118,12,0.5281835829955526,578.0,2617.0,True,200,0.5,50
119,13,0.6485431659966707,579.0,2819.0,True,200,0.5,50
120,14,0.010777541028801352,579.0,3020.0,True,200,0.5,50
121,15,0.11543537501711398,579.0,3221.0,True,200,0.5,50
122,16,0.21825754101155326,579.0,3422.0,True,200,0.5,50
123,17,0.32033612503437325,579.0,3623.0,True,200,0.5,50
124,18,0.41114900005050004,579.0,3824.0,True,200,0.5,50
125,0,0.012890083016827703,567.0,200.0,True,200,0.7,50
126,1,0.08621383301215246,570.0,402.0,True,200,0.7,50
127,2,0.15290212497347966,570.0,603.0,True,200,0.7,50
128,3,0.2662909160135314,571.0,805.0,True,200,0.7,50
129,4,0.38122600002679974,571.0,1006.0,True,200,0.7,50
130,5,0.49318591598421335,572.0,1208.0,True,200,0.7,50
131,6,0.606154749984853,572.0,1409.0,True,200,0.7,50
132,7,0.01095800002804026,572.0,1610.0,True,200,0.7,50
133,8,0.0959222909878008,572.0,1811.0,True,200,0.7,50
134,9,0.16798429103801027,574.0,2013.0,True,200,0.7,50
135,10,0.2818587500369176,574.0,2214.0,True,200,0.7,50
136,11,0.402062457986176,576.0,2416.0,True,200,0.7,50
137,12,0.5281835829955526,576.0,2617.0,True,200,0.7,50
138,13,0.6485431659966707,576.0,2818.0,True,200,0.7,50
139,14,0.010777541028801352,576.0,3019.0,True,200,0.7,50
140,15,0.11543537501711398,576.0,3220.0,True,200,0.7,50
141,16,0.21825754101155326,576.0,3421.0,True,200,0.7,50
142,0,0.012890083016827703,567.0,200.0,True,200,0.8,50
143,1,0.08621383301215246,569.0,402.0,True,200,0.8,50
144,2,0.15290212497347966,573.0,604.0,True,200,0.8,50
145,3,0.2662909160135314,575.0,806.0,True,200,0.8,50
146,4,0.38122600002679974,575.0,1007.0,True,200,0.8,50
147,5,0.49318591598421335,575.0,1208.0,True,200,0.8,50
148,6,0.606154749984853,575.0,1409.0,True,200,0.8,50
149,7,0.01095800002804026,575.0,1610.0,True,200,0.8,50
150,8,0.0959222909878008,575.0,1811.0,True,200,0.8,50
151,0,0.012890083016827703,567.0,500.0,True,500,0.1,50
152,1,0.08621383301215246,575.0,1002.0,True,500,0.1,50
153,2,0.15290212497347966,575.0,1503.0,True,500,0.1,50
154,3,0.2662909160135314,579.0,2005.0,True,500,0.1,50
155,4,0.38122600002679974,581.0,2507.0,True,500,0.1,50
156,5,0.49318591598421335,581.0,3008.0,True,500,0.1,50
157,6,0.606154749984853,582.0,3510.0,True,500,0.1,50
158,7,0.01095800002804026,582.0,4011.0,True,500,0.1,50
159,8,0.0959222909878008,583.0,4513.0,True,500,0.1,50
160,9,0.16798429103801027,583.0,5014.0,True,500,0.1,50
161,10,0.2818587500369176,583.0,5515.0,True,500,0.1,50
162,11,0.402062457986176,583.0,6016.0,True,500,0.1,50
163,12,0.5281835829955526,583.0,6517.0,True,500,0.1,50
164,13,0.6485431659966707,583.0,7018.0,True,500,0.1,50
165,0,0.012890083016827703,567.0,500.0,True,500,0.25,50
166,1,0.08621383301215246,570.0,1002.0,True,500,0.25,50
167,2,0.15290212497347966,572.0,1504.0,True,500,0.25,50
168,3,0.2662909160135314,573.0,2006.0,True,500,0.25,50
169,4,0.38122600002679974,575.0,2508.0,True,500,0.25,50
170,5,0.49318591598421335,575.0,3009.0,True,500,0.25,50
171,6,0.606154749984853,578.0,3511.0,True,500,0.25,50
172,7,0.01095800002804026,578.0,4012.0,True,500,0.25,50
173,8,0.0959222909878008,579.0,4514.0,True,500,0.25,50
174,9,0.16798429103801027,579.0,5015.0,True,500,0.25,50
175,10,0.2818587500369176,579.0,5516.0,True,500,0.25,50
176,11,0.402062457986176,579.0,6017.0,True,500,0.25,50
177,12,0.5281835829955526,579.0,6518.0,True,500,0.25,50
178,13,0.6485431659966707,579.0,7019.0,True,500,0.25,50
179,0,0.012890083016827703,567.0,500.0,True,500,0.5,50
180,1,0.08621383301215246,571.0,1002.0,True,500,0.5,50
181,2,0.15290212497347966,572.0,1504.0,True,500,0.5,50
182,3,0.2662909160135314,572.0,2005.0,True,500,0.5,50
183,4,0.38122600002679974,575.0,2507.0,True,500,0.5,50
184,5,0.49318591598421335,575.0,3008.0,True,500,0.5,50
185,6,0.606154749984853,577.0,3510.0,True,500,0.5,50
186,7,0.01095800002804026,577.0,4011.0,True,500,0.5,50
187,8,0.0959222909878008,577.0,4512.0,True,500,0.5,50
188,9,0.16798429103801027,577.0,5013.0,True,500,0.5,50
189,10,0.2818587500369176,577.0,5514.0,True,500,0.5,50
190,11,0.402062457986176,578.0,6016.0,True,500,0.5,50
191,12,0.5281835829955526,580.0,6518.0,True,500,0.5,50
192,13,0.6485431659966707,580.0,7019.0,True,500,0.5,50
193,14,0.010777541028801352,582.0,7521.0,True,500,0.5,50
194,15,0.11543537501711398,582.0,8022.0,True,500,0.5,50
195,16,0.21825754101155326,582.0,8523.0,True,500,0.5,50
196,17,0.32033612503437325,583.0,9025.0,True,500,0.5,50
197,18,0.41114900005050004,583.0,9526.0,True,500,0.5,50
198,19,0.5218041660264134,583.0,10027.0,True,500,0.5,50
199,20,0.6167972080293112,583.0,10528.0,True,500,0.5,50
200,21,0.010734542040154338,583.0,11029.0,True,500,0.5,50
201,22,0.134918459050823,583.0,11530.0,True,500,0.5,50
202,0,0.012890083016827703,567.0,500.0,True,500,0.7,50
203,1,0.08621383301215246,572.0,1002.0,True,500,0.7,50
204,2,0.15290212497347966,572.0,1503.0,True,500,0.7,50
205,3,0.2662909160135314,572.0,2004.0,True,500,0.7,50
206,4,0.38122600002679974,572.0,2505.0,True,500,0.7,50
207,5,0.49318591598421335,572.0,3006.0,True,500,0.7,50
208,6,0.606154749984853,572.0,3507.0,True,500,0.7,50
209,0,0.012890083016827703,567.0,500.0,True,500,0.8,50
210,1,0.08621383301215246,571.0,1002.0,True,500,0.8,50
211,2,0.15290212497347966,571.0,1503.0,True,500,0.8,50
212,3,0.2662909160135314,571.0,2004.0,True,500,0.8,50
213,4,0.38122600002679974,571.0,2505.0,True,500,0.8,50
214,5,0.49318591598421335,576.0,3007.0,True,500,0.8,50
215,6,0.606154749984853,576.0,3508.0,True,500,0.8,50
216,7,0.01095800002804026,576.0,4009.0,True,500,0.8,50
217,8,0.0959222909878008,576.0,4510.0,True,500,0.8,50
218,9,0.16798429103801027,576.0,5011.0,True,500,0.8,50
219,10,0.2818587500369176,576.0,5512.0,True,500,0.8,50
220,0,0.012890083016827703,567.0,1000.0,True,1000,0.1,50
221,1,0.08621383301215246,574.0,2002.0,True,1000,0.1,50
222,2,0.15290212497347966,574.0,3003.0,True,1000,0.1,50
223,3,0.2662909160135314,576.0,4005.0,True,1000,0.1,50
224,4,0.38122600002679974,578.0,5007.0,True,1000,0.1,50
225,5,0.49318591598421335,581.0,6009.0,True,1000,0.1,50
226,6,0.606154749984853,583.0,7011.0,True,1000,0.1,50
227,7,0.01095800002804026,583.0,8012.0,True,1000,0.1,50
228,8,0.0959222909878008,584.0,9014.0,True,1000,0.1,50
229,9,0.16798429103801027,584.0,10015.0,True,1000,0.1,50
230,10,0.2818587500369176,584.0,11016.0,True,1000,0.1,50
231,11,0.402062457986176,584.0,12017.0,True,1000,0.1,50
232,12,0.5281835829955526,584.0,13018.0,True,1000,0.1,50
233,13,0.6485431659966707,584.0,14019.0,True,1000,0.1,50
234,0,0.012890083016827703,567.0,1000.0,True,1000,0.25,50
235,1,0.08621383301215246,571.0,2002.0,True,1000,0.25,50
236,2,0.15290212497347966,571.0,3003.0,True,1000,0.25,50
237,3,0.2662909160135314,572.0,4005.0,True,1000,0.25,50
238,4,0.38122600002679974,576.0,5007.0,True,1000,0.25,50
239,5,0.49318591598421335,576.0,6008.0,True,1000,0.25,50
240,6,0.606154749984853,577.0,7010.0,True,1000,0.25,50
241,7,0.01095800002804026,579.0,8012.0,True,1000,0.25,50
242,8,0.0959222909878008,579.0,9013.0,True,1000,0.25,50
243,9,0.16798429103801027,579.0,10014.0,True,1000,0.25,50
244,10,0.2818587500369176,579.0,11015.0,True,1000,0.25,50
245,11,0.402062457986176,580.0,12017.0,True,1000,0.25,50
246,12,0.5281835829955526,580.0,13018.0,True,1000,0.25,50
247,13,0.6485431659966707,581.0,14020.0,True,1000,0.25,50
248,14,0.010777541028801352,582.0,15022.0,True,1000,0.25,50
249,15,0.11543537501711398,582.0,16023.0,True,1000,0.25,50
250,16,0.21825754101155326,582.0,17024.0,True,1000,0.25,50
251,17,0.32033612503437325,582.0,18025.0,True,1000,0.25,50
252,18,0.41114900005050004,582.0,19026.0,True,1000,0.25,50
253,19,0.5218041660264134,582.0,20027.0,True,1000,0.25,50
254,0,0.012890083016827703,567.0,1000.0,True,1000,0.5,50
255,1,0.08621383301215246,571.0,2002.0,True,1000,0.5,50
256,2,0.15290212497347966,573.0,3004.0,True,1000,0.5,50
257,3,0.2662909160135314,573.0,4005.0,True,1000,0.5,50
258,4,0.38122600002679974,573.0,5006.0,True,1000,0.5,50
259,5,0.49318591598421335,574.0,6008.0,True,1000,0.5,50
260,6,0.606154749984853,574.0,7009.0,True,1000,0.5,50
261,7,0.01095800002804026,575.0,8011.0,True,1000,0.5,50
262,8,0.0959222909878008,576.0,9013.0,True,1000,0.5,50
263,9,0.16798429103801027,576.0,10014.0,True,1000,0.5,50
264,10,0.2818587500369176,576.0,11015.0,True,1000,0.5,50
265,11,0.402062457986176,576.0,12016.0,True,1000,0.5,50
266,12,0.5281835829955526,577.0,13018.0,True,1000,0.5,50
267,13,0.6485431659966707,577.0,14019.0,True,1000,0.5,50
268,14,0.010777541028801352,577.0,15020.0,True,1000,0.5,50
269,15,0.11543537501711398,580.0,16022.0,True,1000,0.5,50
270,16,0.21825754101155326,580.0,17023.0,True,1000,0.5,50
271,17,0.32033612503437325,581.0,18025.0,True,1000,0.5,50
272,18,0.41114900005050004,581.0,19026.0,True,1000,0.5,50
273,19,0.5218041660264134,581.0,20027.0,True,1000,0.5,50
274,20,0.6167972080293112,581.0,21028.0,True,1000,0.5,50
275,21,0.010734542040154338,581.0,22029.0,True,1000,0.5,50
276,22,0.134918459050823,583.0,23031.0,True,1000,0.5,50
277,23,0.2535606250166893,583.0,24032.0,True,1000,0.5,50
278,24,0.36926520901033655,583.0,25033.0,True,1000,0.5,50
279,25,0.48914583399891853,583.0,26034.0,True,1000,0.5,50
280,26,0.5951935000484809,583.0,27035.0,True,1000,0.5,50
281,27,0.7154095000005327,583.0,28036.0,True,1000,0.5,50
282,0,0.012890083016827703,567.0,1000.0,True,1000,0.7,50
283,1,0.08621383301215246,570.0,2002.0,True,1000,0.7,50
284,2,0.15290212497347966,572.0,3004.0,True,1000,0.7,50
285,3,0.2662909160135314,573.0,4006.0,True,1000,0.7,50
286,4,0.38122600002679974,574.0,5008.0,True,1000,0.7,50
287,5,0.49318591598421335,576.0,6010.0,True,1000,0.7,50
288,6,0.606154749984853,576.0,7011.0,True,1000,0.7,50
289,7,0.01095800002804026,576.0,8012.0,True,1000,0.7,50
290,8,0.0959222909878008,576.0,9013.0,True,1000,0.7,50
291,9,0.16798429103801027,576.0,10014.0,True,1000,0.7,50
292,10,0.2818587500369176,576.0,11015.0,True,1000,0.7,50
293,0,0.012890083016827703,567.0,1000.0,True,1000,0.8,50
294,1,0.08621383301215246,573.0,2002.0,True,1000,0.8,50
295,2,0.15290212497347966,573.0,3003.0,True,1000,0.8,50
296,3,0.2662909160135314,573.0,4004.0,True,1000,0.8,50
297,4,0.38122600002679974,573.0,5005.0,True,1000,0.8,50
298,5,0.49318591598421335,574.0,6007.0,True,1000,0.8,50
299,6,0.606154749984853,574.0,7008.0,True,1000,0.8,50
300,7,0.01095800002804026,574.0,8009.0,True,1000,0.8,50
301,8,0.0959222909878008,574.0,9010.0,True,1000,0.8,50
302,9,0.16798429103801027,574.0,10011.0,True,1000,0.8,50
303,10,0.2818587500369176,575.0,11013.0,True,1000,0.8,50
304,11,0.402062457986176,576.0,12015.0,True,1000,0.8,50
305,12,0.5281835829955526,576.0,13016.0,True,1000,0.8,50
306,13,0.6485431659966707,576.0,14017.0,True,1000,0.8,50
307,14,0.010777541028801352,576.0,15018.0,True,1000,0.8,50
308,15,0.11543537501711398,576.0,16019.0,True,1000,0.8,50
309,16,0.21825754101155326,576.0,17020.0,True,1000,0.8,50
310,0,0.012890083016827703,567.0,2000.0,True,2000,0.1,50
311,1,0.08621383301215246,574.0,4002.0,True,2000,0.1,50
312,2,0.15290212497347966,577.0,6004.0,True,2000,0.1,50
313,3,0.2662909160135314,578.0,8006.0,True,2000,0.1,50
314,4,0.38122600002679974,578.0,10007.0,True,2000,0.1,50
315,5,0.49318591598421335,578.0,12008.0,True,2000,0.1,50
316,6,0.606154749984853,581.0,14010.0,True,2000,0.1,50
317,7,0.01095800002804026,581.0,16011.0,True,2000,0.1,50
318,8,0.0959222909878008,581.0,18012.0,True,2000,0.1,50
319,9,0.16798429103801027,583.0,20014.0,True,2000,0.1,50
320,10,0.2818587500369176,584.0,22016.0,True,2000,0.1,50
321,11,0.402062457986176,584.0,24017.0,True,2000,0.1,50
322,12,0.5281835829955526,584.0,26018.0,True,2000,0.1,50
323,13,0.6485431659966707,584.0,28019.0,True,2000,0.1,50
324,14,0.010777541028801352,584.0,30020.0,True,2000,0.1,50
325,15,0.11543537501711398,584.0,32021.0,True,2000,0.1,50
326,0,0.012890083016827703,567.0,2000.0,True,2000,0.25,50
327,1,0.08621383301215246,575.0,4002.0,True,2000,0.25,50
328,2,0.15290212497347966,575.0,6003.0,True,2000,0.25,50
329,3,0.2662909160135314,575.0,8004.0,True,2000,0.25,50
330,4,0.38122600002679974,575.0,10005.0,True,2000,0.25,50
331,5,0.49318591598421335,575.0,12006.0,True,2000,0.25,50
332,6,0.606154749984853,575.0,14007.0,True,2000,0.25,50
333,0,0.012890083016827703,567.0,2000.0,True,2000,0.5,50
334,1,0.08621383301215246,573.0,4002.0,True,2000,0.5,50
335,2,0.15290212497347966,573.0,6003.0,True,2000,0.5,50
336,3,0.2662909160135314,573.0,8004.0,True,2000,0.5,50
337,4,0.38122600002679974,573.0,10005.0,True,2000,0.5,50
338,5,0.49318591598421335,573.0,12006.0,True,2000,0.5,50
339,6,0.606154749984853,574.0,14008.0,True,2000,0.5,50
340,7,0.01095800002804026,577.0,16010.0,True,2000,0.5,50
341,8,0.0959222909878008,577.0,18011.0,True,2000,0.5,50
342,9,0.16798429103801027,577.0,20012.0,True,2000,0.5,50
343,10,0.2818587500369176,577.0,22013.0,True,2000,0.5,50
344,11,0.402062457986176,577.0,24014.0,True,2000,0.5,50
345,12,0.5281835829955526,577.0,26015.0,True,2000,0.5,50
346,0,0.012890083016827703,567.0,2000.0,True,2000,0.7,50
347,1,0.08621383301215246,576.0,4002.0,True,2000,0.7,50
348,2,0.15290212497347966,576.0,6003.0,True,2000,0.7,50
349,3,0.2662909160135314,576.0,8004.0,True,2000,0.7,50
350,4,0.38122600002679974,576.0,10005.0,True,2000,0.7,50
351,5,0.49318591598421335,576.0,12006.0,True,2000,0.7,50
352,6,0.606154749984853,576.0,14007.0,True,2000,0.7,50
353,0,0.012890083016827703,567.0,2000.0,True,2000,0.8,50
354,1,0.08621383301215246,574.0,4002.0,True,2000,0.8,50
355,2,0.15290212497347966,574.0,6003.0,True,2000,0.8,50
356,3,0.2662909160135314,574.0,8004.0,True,2000,0.8,50
357,4,0.38122600002679974,574.0,10005.0,True,2000,0.8,50
358,5,0.49318591598421335,574.0,12006.0,True,2000,0.8,50
359,6,0.606154749984853,574.0,14007.0,True,2000,0.8,50
